# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: ansys01
# Creation date: 05/03/2024 07:23:39
# 
# 05/03/2024 07:23:39
# The parameters defined in the project are:
# ,P3 - Shear Modulus [GPa],P2 - Shear Modulus [GPa]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P3,P2
DP 0,80,80
